,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
45346,4602665,Pit No 3 Strip,C,Surface,Abandoned,04/11/1974,C31603,O H Shafer Coal Company,P31603,O H Shafer Coal Company,WV,46,77,Preston,1.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45351,4609229,Beckley No. 1 Mine,C,Underground,Abandoned and Sealed,01/14/2010,0085453,Metinvest B V,0065824,Pocahontas Coal Company LLC,WV,46,81,Raleigh,3.0,Other,09/14/2007,C04,C0401,Mt. Hope WV Field Office,000211683,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.214166,37.586388,72.0,,0.0,,0.0,,N,N,N,N,N,0,"Take Rt. 19 S to toll booth, Go 77S to Ghent.  Take Ghent exit, bear right, follow this route to Tommy Creek Road, turn left at the end of Tommy Creek Road, cross the bridge, bear left and follow the signs to Beckley #1 mine.",Odd
45357,4603350,Alma No 2-B Mine,C,Underground,Abandoned,02/25/1975,C02164,Wolford Rabon A,P02512,First Quality Mining & Minerals Inc,WV,46,59,Mingo,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45364,4606174,Truck Barn Strip No 34,C,Surface,Abandoned,01/11/1982,C00106,Icenhour Charles,P00158,I & S Coal Company Inc,WV,46,47,Mcdowell,3.0,Other,06/01/1980,C12,C1203,Logan WV Field Office,460617403002,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.8914,37.5431,,,,0.0,0.0,,N,N,N,N,N,0,,Isaban
45365,4606208,No 1 Surface,C,Surface,Abandoned,06/30/1983,C00070,Adkins James H,P10944,James H Adkins & Sons Inc,WV,46,67,Nicholas,2.0,Other,04/01/1980,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.666666,38.407777,,,,,1.0,,N,N,N,N,N,0,,Tioga
45370,4606132,Mine No 16,C,Underground,Abandoned and Sealed,06/21/2001,C13737,Long Branch Energy Corporation,P20124,Long Branch Energy,WV,46,5,Boone,3.0,Other,05/01/1992,C04,C0401,Mt. Hope WV Field Office,460613203591,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,7,8.0,0.0,0.0,,N,81.608889,37.797222,55.0,,0.0,,,,N,N,N,N,Y,0,,Bald Knob
45374,4606903,Markley No L Mine,C,Underground,Abandoned and Sealed,07/28/2005,C11703,Markley Ronald D,P16460,Markley Mining Inc,WV,46,83,Randolph,2.0,Other,03/01/1985,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,04/22/1986,N,,0,,,,0.0,N,180.998888,90.999722,,,0.0,,0.0,,N,N,N,N,N,0,,Mabie
45375,4606948,Blossom Branch Strip,C,Surface,Abandoned,06/24/1985,C00375,United  Company,P12877,Dal-Tex Coal Corp,WV,46,45,Logan,3.0,Corporation,06/01/1985,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.8625,37.9044,,,,0.0,0.0,,N,N,N,N,N,0,,Sharples
45382,4606212,Operation No 1,C,Surface,Abandoned,08/07/1981,C08329,White Tommy,P11030,Ajo Coal Company,WV,46,47,Mcdowell,3.0,Other,09/01/1980,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45384,4602681,No 1 Mine Strip,C,Surface,Abandoned,06/14/1972,C01107,Petitto Antonio Jr,P01306,Petitto Brothers Inc,WV,46,97,Upshur,2.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45403,4605152,No 1,C,Underground,Abandoned and Sealed,12/07/1987,C12075,Terry T  McGaffee,P17107,Caro Coal Company Inc,WV,46,47,Mcdowell,3.0,Other,08/03/1985,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,01/10/1986,N,,0,,,,0.0,N,81.6842,37.4767,28.0,,0.0,,,,N,N,N,N,N,0,,Hensley
45404,4605681,Jessica Mine,C,Underground,Abandoned,11/07/1986,C12308,Mc Kenzie Don L Jr,P17522,Ga-Ran Corp,WV,46,67,Nicholas,2.0,Corporation,03/14/1986,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.6461,38.2622,30.0,,0.0,,,,N,N,N,N,N,0,,Belva
45405,4609022,Castle II,C,Underground,New Mine,02/06/2004,0041211,"Alpha Natural Resources, Inc.",P11051,"Elk Run Coal Company, Inc.",WV,46,5,Boone,3.0,Corporation,02/06/2004,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.569444,38.009166,50.0,,0.0,,0.0,,N,N,N,N,N,0,"Take state Rt. 3 to Sylvester, WV.  Turn across Elk Run bridge to enter main property.  Travel 1 mile to mine entrance. (500 yards from Logan's Fork)",Sylvester
45408,4606279,Moccasin #48 Mine,C,Underground,Abandoned and Sealed,09/02/1985,C02638,Mc Clure Wade S,P04196,Moccasin Mining Company Inc,WV,46,39,Kanawha,2.0,Other,01/01/1981,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5639,38.1556,48.0,,0.0,,,,N,N,N,N,Y,0,,Winifrede
45421,4602071,Donegan 10/A,C,Underground,Abandoned and Sealed,10/13/1989,C00613,Occidental Petroleum Corp,P00737,Island Creek Coal Company,WV,46,67,Nicholas,2.0,Other,01/01/1950,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.7,38.283333,51.0,,0.0,,0.0,,N,N,N,N,Y,0,,Craigsville
45423,4602852,No 3 Mine,C,Underground,Abandoned and Sealed,05/05/1980,C01983,Robert  Day,P02320,Debbie Coal Company,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,87.0811,37.02,,,0.0,,,,N,N,N,N,N,0,,Wolf Pen
45424,4603299,Chelyan Surface,C,Facility,Abandoned,09/10/1985,C00880,Eastern Gas & Fuel Association,P15993,Nu East Mining Corp,WV,46,39,Kanawha,2.0,Corporation,10/01/1984,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5,38.125,,,,,0.0,,N,N,N,N,N,0,,Drybranch
45425,4603399,Wyco No 2 Preparation Plant,C,Facility,Abandoned,01/04/2010,C01620,Henry Paul  Kizer,P18757,Amigo Smokeless Coal Company,WV,46,109,Wyoming,3.0,Other,12/01/1986,C12,C1201,Pineville WV Field Office,460339903504,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.4,37.566666,,,,,0.0,,N,N,N,N,N,0,,Itmann
45436,4604185,No 9 Mine,C,Underground,Abandoned,03/13/1975,C02529,National Bulk Carriers,P02952,Royal Coal Company,WV,46,81,Raleigh,3.0,Other,07/24/1974,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45440,4603198,Mynu No 2 Auger,C,Surface,Abandoned,03/29/1973,C00012,Ashland Inc,P06874,Mynu Coals Inc,WV,46,5,Boone,3.0,Other,05/01/1977,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45454,4604087,No 3 Mine,C,Underground,Abandoned,05/02/1974,C00165,Mate Creek Coal Company,P00219,Mate Creek Coal Company,WV,46,59,Mingo,3.0,Other,03/04/1974,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45479,4607420,Bergoo #2,C,Surface,Abandoned,05/23/1989,C11130,Hawkins Denver A,P19321,Webster Coal'S Inc,WV,46,101,Webster,3.0,Other,12/01/1987,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.3528,38.4692,32.0,,,0.0,0.0,,N,N,N,N,N,0,,Webster Springs
45481,4603871,Itmann No 11 Auger,C,Surface,Abandoned,05/15/1978,C01146,Rogers Odell,P01625,Rebel Coal Company Inc,WV,46,109,Wyoming,3.0,Other,01/01/1973,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45517,4609134,Cove Mountain LK,C,Underground,New Mine,11/15/2005,0041211,"Alpha Natural Resources, Inc.",0051081,Brooks Run Mining Company LLC,WV,46,101,Webster,3.0,Other,11/07/2005,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,80.654722,38.493055,72.0,,0.0,,0.0,,N,N,N,N,N,0,"From Erbacon Plant go 4 miles, turn right, go to end of road",Boggs
45536,4602017,No 47 Mine,C,Facility,Abandoned,11/18/1971,C02508,Massey Energy Company,P01647,Robinson-Phillips Coal Company Inc,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45547,4607506,No 3 Mine,C,Surface,Abandoned,10/19/1988,C13180,Boblett James W,P19080,Newport Trading Company Inc,WV,46,81,Raleigh,3.0,Other,04/01/1988,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1006,37.6556,24.0,,,0.0,0.0,,N,N,N,N,N,0,,Cool Ridge
45558,4608165,No 1 Load-Out,C,Facility,Abandoned,04/09/1992,C14560,Black William E,P21884,Mar-Bet Enterprises Inc,WV,46,81,Raleigh,3.0,Other,03/01/1992,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1917,37.6711,,,,,,,N,N,N,N,N,0,,Whitby
45565,4609131,Red Fox Load-Out,C,Facility,Active,12/29/2005,0085759,Mechel Oao,0083344,"M & P Services, Inc.",WV,46,47,Mcdowell,3.0,Corporation,09/01/2010,C12,C1202,Princeton WV Field Office,000289433,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,6,10.0,2.0,0.0,9.0,N,81.576111,37.215555,,,,,0.0,,N,N,N,N,N,50,"16 North to 161 East to Brewster Dale Road, turn left into mine.",Squire
45566,4609132,No 5,C,Underground,Abandoned and Sealed,09/28/2010,0041211,"Alpha Natural Resources, Inc.",P23152,Laurel Creek Company Inc,WV,46,59,Mingo,3.0,Corporation,12/26/2005,C12,C1203,Logan WV Field Office,000176731,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,82.139722,37.852777,125.0,,0.0,,0.0,,N,N,N,N,N,0,Approx .5 miles east of Dingess Grade School,Dingess
45567,4608313,Upper Laurel Auger,C,Surface,Abandoned,01/11/1996,C13673,Leroy  Stear,P20008,Stear Auger Mining Inc,WV,46,67,Nicholas,2.0,Other,06/01/1993,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.7406,38.3294,,,,0.0,0.0,,N,N,N,N,N,0,,Summersville
45591,4605588,Barbour County Job,C,Surface,Abandoned,10/01/1979,C05635,Consolidated Energy Systems Of Maryland Inc,P06793,Maidsville Coal Mining Partnership,WV,46,1,Barbour,1.0,Other,03/14/1978,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45612,4604511,No C-5 Mine,C,Underground,Abandoned,10/07/1976,C05381,Raymond  Cline,P00155,R J F Coal Company Inc,WV,46,59,Mingo,3.0,Other,03/01/1975,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45656,4609040,Auger 4,C,Surface,Active,01/11/2012,0101545,John W  Preece,0119508,"West Virginia Industrial Services, Inc.",WV,46,81,Raleigh,3.0,Corporation,02/23/2012,C04,C0401,Mt. Hope WV Field Office,000237294,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,Y,54.0,5,0.0,0.0,1.0,1.0,N,81.696111,38.161944,48.0,,,1.0,0.0,,N,N,N,N,N,28,"Take 19 South to I-77 South, Take Flat Top Lake Exit, Turn Right onto CR 48/&#8203;Odd Rd, 1.9 mi, Turn right onto CR 48/&#8203;3/&#8203;Fireco-Wilbert Rd ",Ghent
45671,4602732,Consolidated No 1 Mine,C,Underground,Abandoned,07/10/1980,C00692,CONSOL Energy Inc,P00812,Consolidation Coal Company,WV,46,101,Webster,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45673,4608879,Affinity Preparation Plant,C,Facility,NonProducing,08/31/2009,0085453,Metinvest B V,0118488,"Affinity Coal Company, LLC",WV,46,81,Raleigh,3.0,Other,06/10/2011,C04,C0401,Mt. Hope WV Field Office,000261655,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,0.0,0.0,N,81.225833,37.711944,,,,,0.0,,N,N,N,N,N,0,"Rt. 19 South to 77 South.  Take Mabscott exit to Sophia.  Turn left at light thrn 1/4 mile to intersection.  Turn riht on Independence Road, then 1/2 mile, cross railroad trcks then 300 feet turn left at guard post.",Midway
45688,4602740,No 2 Strip Mine,C,Surface,Abandoned,06/14/1973,C15631,Taylor John S,P00310,C J Coal Corp,WV,46,41,Lewis,2.0,Corporation,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45689,4601858,No 1 Mine,C,Underground,Abandoned,02/25/1975,C30354,C & M Coal Company,P30354,C & M Coal Company,WV,46,67,Nicholas,2.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45714,4605455,No 2 Mine,C,Underground,Abandoned,08/07/1978,C02180,Gibson Clarence Jr,P02530,Gibson Coal Company,WV,46,59,Mingo,3.0,Other,03/01/1977,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45730,4601755,No 1 Mine,C,Underground,Abandoned,03/11/1971,C31969,Shylo Coal Company,P31969,Shylo Coal Company,WV,46,59,Mingo,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45731,4608908,Refuse Area No 2,C,Facility,Abandoned,02/21/2008,0042521,Dale L  Malinzak; William B  Kania,0051845,Quality Reclamation Services LLC,WV,46,61,Monongalia,1.0,Other,10/01/2003,C03,C0301,Morgantown WV Field Office,000039227,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,08/01/2001,N,,0,0.0,0.0,0.0,0.0,N,79.965555,39.703611,,,,,0.0,,N,N,N,N,N,37,"Travel Rt. 100 to Maidsville,WV,Post Office, turn R on Fort Martin Road (CR 532) for 2 miles, turn L on CR 53-2 travel 1 mile.",Maidsville
45739,4605485,Jersey No 2 Mine,C,Underground,Abandoned,10/01/1979,C02729,Gulf + Western Industries Inc,P06704,Jersey W Virginia Coal Company Inc,WV,46,47,Mcdowell,3.0,Other,12/01/1976,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45742,4602237,Rowland Auger Mine,C,Surface,Abandoned,06/07/1973,C00692,CONSOL Energy Inc,P00812,Consolidation Coal Company,WV,46,81,Raleigh,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45775,4608210,No 13-A,C,Underground,Abandoned and Sealed,05/25/1994,C13737,Long Branch Energy Corporation,P20124,Long Branch Energy,WV,46,5,Boone,3.0,Other,08/01/1992,C04,C0406,Madison WV Field Office,460821003514,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,08/25/1992,N,,0,,,,0.0,N,81.755,37.9539,72.0,,0.0,,,,N,N,N,N,Y,0,,Clothier
45778,4608441,Low Gap Powellton #1 Mine,C,Underground,Abandoned,09/30/2002,0041211,"Alpha Natural Resources, Inc.",P22603,Marfork Coal Company Inc,WV,46,81,Raleigh,3.0,Corporation,09/01/1994,C04,C0401,Mt. Hope WV Field Office,460844103533,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,0.0,,N,81.497222,37.9475,42.0,,0.0,,,,N,N,N,N,N,0,3 miles SW Pettus School on City Route 3,Packsville
45795,4605719,Max 2 Mine,C,Underground,Abandoned,09/08/1980,C06241,Westwood Enterprises Inc & Randolph Mineral Explor,P07721,Randolph Mineral Exploration Company,WV,46,83,Randolph,2.0,Other,02/01/1978,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45840,4602236,#1 Surface Mine,C,Surface,Abandoned,10/23/2002,0041211,"Alpha Natural Resources, Inc.",P24274,Clear Fork Coal Company,WV,46,81,Raleigh,3.0,Other,10/01/1999,C04,C0401,Mt. Hope WV Field Office,460223603539,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,6,9.0,0.0,0.0,,N,81.358333,37.869444,46.0,,,0.0,0.0,,N,N,N,N,Y,0,,Clear Creek
45841,4602493,Quinland No 1,C,Underground,Abandoned and Sealed,09/01/1987,C01620,Henry Paul  Kizer,P15531,Quinland Coals Inc,WV,46,5,Boone,3.0,Other,05/15/1984,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,09/01/1987,N,,0,,,,0.0,N,81.7419,38.0167,50.0,,0.0,,,,N,N,N,N,Y,0,,Uneeda
45844,4603182,Kayford Central Shop,C,Facility,Abandoned,01/16/1984,C01776,Bethlehem Steel Corp,P16367,Beth Energy Mines Inc,WV,46,39,Kanawha,2.0,Other,01/01/1950,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.381944,38.010833,,,,,0.0,,N,N,N,N,N,0,,Kayford
45845,4603326,No 2 Mine,C,Underground,Abandoned,10/15/1984,C02448,Skaggs Henry Jr & Ballard Counts,P02856,Holiday Branch Coal Company,WV,46,19,Fayette,3.0,Other,01/30/1974,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,0.0,0.0,0.0,0.0,N,81.930555,38.063888,30.0,,0.0,,0.0,,N,N,N,N,N,0,,Russellville
45846,4603626,Rosedale Tipple,C,Facility,Abandoned,01/01/1985,C06187,Bright Richard D,P07536,Bird Loading Company Inc,WV,46,61,Monongalia,1.0,Other,04/01/1977,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,79.9744,39.6817,,,,,,,N,N,N,N,N,0,,Maidsville
45882,4607142,Coalburg No 3 Mine,C,Underground,Abandoned and Sealed,03/26/1991,C10441,Pauley William S,P14404,Swamp Fox Development Inc,WV,46,45,Logan,3.0,Other,06/01/1986,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,06/30/1986,N,,0,,,,0.0,N,81.855277,37.893611,72.0,,0.0,,0.0,,N,N,N,N,Y,0,,Sharples
45884,4607228,#1 Surface Mine,C,Surface,Abandoned,12/05/1988,C08752,Bowen Max,P18271,Bo Mac Ltd,WV,46,67,Nicholas,2.0,Other,11/01/1986,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.7917,38.3692,36.0,,,0.0,0.0,,N,N,N,N,N,0,,Calvin
45885,4607289,Hampton No 42 Mine,C,Underground,Abandoned and Sealed,11/02/1992,C01550,Westmoreland Coal Company,P01842,Westmoreland Coal Company,WV,46,5,Boone,3.0,Other,10/20/1994,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7475,37.9153,40.0,,0.0,,,,N,N,N,N,Y,0,,Clothier
45900,4604772,No 1 Strip,C,Surface,Abandoned,12/07/1979,C02799,Yanero Mike,P03377,West Virginia Fuels Inc,WV,46,91,Taylor,1.0,Other,08/19/1975,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45917,4604655,No 1 Mine,C,Underground,Abandoned,04/05/1976,C06136,Lester Harry-Danny & Lacy--Ronald Cline,P03922,H & L Coal Company,WV,46,47,Mcdowell,3.0,Other,05/30/1975,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
45935,4608586,Twilight-Winifrede Mine,C,Underground,Abandoned and Sealed,07/17/1997,0041211,"Alpha Natural Resources, Inc.",P21654,Independence Coal Company Inc,WV,46,5,Boone,3.0,Corporation,09/01/1996,C04,C0406,Madison WV Field Office,460858603508,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,09/13/1996,N,,0,,,,0.0,N,81.588055,37.903888,120.0,,0.0,,0.0,,N,N,N,N,N,0,,Twilight
45936,4608595,No 6 Mine,C,Underground,Abandoned and Sealed,09/03/1998,C15015,Harry M  Hylton,P22680,Patton Inc,WV,46,59,Mingo,3.0,Other,10/01/1996,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/11/1996,N,,0,,,,0.0,N,82.0453,37.5719,32.0,,0.0,,,,N,N,N,N,N,0,,Meador
45937,4608615,Dingess Branch No 1 Mine,C,Underground,Abandoned and Sealed,02/24/1998,C15528,Mc Kinney Ivan C Sr,P23631,Mc Kinney Mining Inc,WV,46,45,Logan,3.0,Other,02/01/1997,C12,C1203,Logan WV Field Office,460861503511,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,02/11/1997,N,,0,,,,0.0,N,81.7061,37.7761,42.0,,0.0,,,,N,N,N,N,N,0,,Lorado
45981,4608592,Mine No 145 (3),C,Underground,Abandoned and Sealed,01/20/1998,C06656,Horizon Natural Resources Incorporated,P24246,Dunn Coal & Dock Company,WV,46,39,Kanawha,2.0,Other,06/29/1998,C04,C0402,Mt. Carbon WV Field Office,460859203504,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/31/1981,N,,0,,,,0.0,N,81.285833,38.232777,50.0,,0.0,,0.0,,N,N,N,N,Y,0,,Cannelton
